sku,batch,current_stock,avg_daily_sales,days_of_supply,reorder_lead_days,last_restock_date
SKU00807,BATCH7211,2268,4.1,553.17,14,2025-03-16
SKU00308,BATCH3851,4586,19.77,231.97,7,2025-04-16
SKU00029,BATCH5930,1502,38.83,38.68,14,2025-06-23
SKU01042,BATCH7653,4875,11.5,423.91,7,2025-04-28
SKU01186,BATCH9977,2726,24.72,110.28,10,2025-08-28
SKU00008,BATCH1006,3910,14.78,264.55,7,2025-01-29
SKU01108,BATCH5978,2066,2.19,943.38,10,2025-09-15
SKU01890,BATCH5700,75,29.82,2.52,10,2025-08-18
SKU01942,BATCH4443,824,16.35,50.4,10,2025-04-23
SKU01914,BATCH8043,255,49.92,5.11,7,2025-09-28
SKU01700,BATCH6279,4199,4.14,1014.25,21,2025-05-07
SKU00607,BATCH8618,2568,20.47,125.45,10,2025-10-27
SKU01358,BATCH8238,508,35.04,14.5,21,2025-02-26
SKU01089,BATCH8244,2581,9.54,270.55,7,2025-06-06
SKU01214,BATCH4501,772,9.28,83.19,21,2025-08-26
SKU01067,BATCH9375,298,49.83,5.98,30,2025-10-18
SKU01420,BATCH8752,1909,44.23,43.16,10,2025-05-11
SKU01993,BATCH3780,147,10.01,14.69,30,2025-06-01
SKU00064,BATCH2389,2729,30.54,89.36,14,2025-09-26
SKU01129,BATCH5649,2949,31.48,93.68,10,2025-03-11
SKU00392,BATCH9445,176,35.85,4.91,7,2025-06-26
SKU01428,BATCH6491,4177,2.02,2067.82,21,2025-08-24
SKU00593,BATCH2530,3969,26.12,151.95,7,2025-04-19
SKU01977,BATCH4848,526,16.7,31.5,10,2025-03-02
SKU01805,BATCH6085,4731,33.28,142.16,10,2025-02-16
SKU00192,BATCH4680,3822,32.94,116.03,10,2025-01-11
SKU01854,BATCH4262,3870,44.91,86.17,14,2025-09-19
SKU01196,BATCH3414,4081,29.51,138.29,14,2025-08-22
SKU01535,BATCH1400,4967,46.83,106.06,10,2025-01-21
SKU01307,BATCH1757,3666,47.12,77.8,21,2025-01-01
SKU00027,BATCH5011,3346,32.06,104.37,21,2025-05-20
SKU00635,BATCH8784,4531,31.33,144.62,10,2025-03-17
SKU01843,BATCH2193,4113,6.63,620.36,14,2025-09-19
SKU00465,BATCH8461,3243,14.22,228.06,21,2025-01-01
SKU01615,BATCH7790,1937,4.6,421.09,21,2025-04-16
SKU01565,BATCH4185,3528,49.64,71.07,14,2025-04-07
SKU00535,BATCH7291,4330,37.29,116.12,14,2025-10-02
SKU01340,BATCH9099,1748,49.44,35.36,10,2025-09-09
SKU01233,BATCH7547,2174,32.44,67.02,10,2025-08-25
SKU01624,BATCH4997,4934,42.1,117.2,10,2025-03-13
SKU00204,BATCH3417,4728,38.05,124.26,14,2025-03-09
SKU00297,BATCH1090,2304,2.17,1061.75,10,2025-02-26
SKU01536,BATCH2746,3266,18.14,180.04,10,2025-06-05
SKU01353,BATCH7965,1217,27.93,43.57,10,2025-03-08
SKU00294,BATCH4585,4726,24.26,194.81,7,2025-09-26
SKU01113,BATCH3881,3699,3.18,1163.21,30,2025-08-09
SKU01153,BATCH9486,2763,35.28,78.32,14,2025-08-12
SKU00726,BATCH8611,4529,43.17,104.91,10,2025-03-06
SKU00707,BATCH1822,1571,41.06,38.26,7,2025-04-27
SKU00554,BATCH5082,3744,20.48,182.81,7,2025-05-15
SKU01757,BATCH2988,1445,18.42,78.45,7,2025-01-21
SKU01093,BATCH8478,3648,48.6,75.06,10,2025-06-02
SKU01903,BATCH3184,2936,23.81,123.31,7,2025-08-07
SKU00596,BATCH8612,1237,27.81,44.48,7,2025-06-07
SKU00472,BATCH9702,2532,47.84,52.93,21,2025-07-06
SKU01387,BATCH6198,4393,2.89,1520.07,14,2025-06-22
SKU00962,BATCH8251,482,48.04,10.03,7,2025-10-03
SKU00953,BATCH9270,4294,36.57,117.42,14,2025-01-11
SKU01185,BATCH7991,4292,38.26,112.18,14,2025-04-01
SKU01362,BATCH9976,4505,3.7,1217.57,10,2025-10-02
SKU00417,BATCH8305,1853,38.76,47.81,7,2025-04-27
SKU00907,BATCH3607,3342,43.19,77.38,10,2025-05-06
SKU01972,BATCH8777,1538,26.64,57.73,14,2025-09-04
SKU01580,BATCH8373,2167,14.4,150.49,30,2025-04-17
SKU00648,BATCH5246,1587,8.73,181.79,7,2025-06-14
SKU00680,BATCH5050,4202,16.46,255.29,14,2025-03-31
SKU00492,BATCH5543,1767,38.19,46.27,10,2025-03-11
SKU00040,BATCH9540,754,39.48,19.1,10,2025-02-07
SKU00674,BATCH8939,1049,11.57,90.67,10,2025-04-26
SKU00590,BATCH4919,4086,23.2,176.12,14,2025-06-11
SKU01602,BATCH5499,1437,42.16,34.08,21,2025-04-11
SKU01201,BATCH8206,154,37.35,4.12,14,2025-08-15
SKU01069,BATCH2269,709,19.35,36.64,10,2025-03-19
SKU00819,BATCH5681,131,21.03,6.23,7,2025-03-06
SKU00326,BATCH4841,3341,20.46,163.29,7,2025-04-10
SKU00549,BATCH5451,2258,48.02,47.02,10,2025-05-11
SKU00753,BATCH6502,3278,37.99,86.29,14,2025-04-05
SKU00867,BATCH6238,611,45.77,13.35,10,2025-08-18
SKU01312,BATCH9849,2908,40.82,71.24,14,2025-06-07
SKU01895,BATCH2320,4265,8.21,519.49,14,2025-05-19
SKU00866,BATCH3267,2575,11.34,227.07,10,2025-06-02
SKU00032,BATCH3471,4655,26.84,173.44,21,2025-03-21
SKU00685,BATCH4788,2194,33.91,64.7,21,2025-09-27
SKU00403,BATCH7275,1879,16.13,116.49,21,2025-04-23
SKU00753,BATCH3503,4265,48.86,87.29,10,2025-07-24
SKU00164,BATCH4505,4052,19.66,206.1,7,2025-01-10
SKU00937,BATCH2052,333,17.27,19.28,10,2025-06-19
SKU01842,BATCH7797,2231,44.55,50.08,10,2025-10-03
SKU01634,BATCH7678,3962,21.38,185.31,14,2025-01-19
SKU00107,BATCH6421,1618,3.35,482.99,10,2025-10-10
SKU00119,BATCH9890,1393,45.31,30.74,21,2025-06-21
SKU01261,BATCH8633,692,13.68,50.58,7,2025-06-11
SKU01733,BATCH7812,2897,4.37,662.93,14,2025-10-08
SKU01960,BATCH2020,1353,21.4,63.22,14,2025-06-13
SKU00613,BATCH4388,3180,43.05,73.87,21,2025-10-11
SKU00263,BATCH7883,2443,36.04,67.79,30,2025-10-13
SKU01939,BATCH7381,1525,14.15,107.77,10,2025-08-15
SKU00536,BATCH1320,4854,13.28,365.51,7,2025-09-22
SKU00021,BATCH7232,2891,32.58,88.74,10,2025-08-09
SKU00940,BATCH8814,4672,47.72,97.9,10,2025-08-14
SKU00237,BATCH1096,4238,18.48,229.33,14,2025-04-21
SKU01530,BATCH6763,3565,16.54,215.54,14,2025-07-14
SKU01651,BATCH5892,3233,44.75,72.25,7,2025-06-20
SKU00138,BATCH7389,3693,15.57,237.19,14,2025-08-29
SKU00767,BATCH7865,2845,29.49,96.47,7,2025-02-08
SKU01536,BATCH9818,3530,32.17,109.73,10,2025-02-26
SKU01332,BATCH9947,1649,47.93,34.4,14,2025-04-29
SKU00397,BATCH4613,4235,30.79,137.54,14,2025-01-29
SKU00415,BATCH8999,3542,36.5,97.04,7,2025-03-23
SKU01883,BATCH4595,3111,28.17,110.44,30,2025-04-19
SKU00033,BATCH5471,3959,36.13,109.58,10,2025-02-19
SKU01411,BATCH8140,534,39.64,13.47,21,2025-02-13
SKU01859,BATCH8956,2220,5.04,440.48,30,2025-03-24
SKU01138,BATCH1475,2264,43.19,52.42,10,2025-09-18
SKU00726,BATCH7371,3344,1.09,3067.89,21,2025-10-17
SKU01364,BATCH6507,1748,33.22,52.62,14,2025-09-07
SKU00209,BATCH7624,2894,35.35,81.87,10,2025-05-27
SKU00057,BATCH3704,3992,19.94,200.2,10,2025-02-02
SKU01989,BATCH8657,1489,10.05,148.16,21,2025-05-20
SKU00848,BATCH3091,3857,2.78,1387.41,10,2025-06-17
SKU00500,BATCH9751,2377,13.19,180.21,14,2025-04-11
SKU01727,BATCH1441,4212,35.01,120.31,14,2025-01-23
SKU01130,BATCH7455,123,32.27,3.81,10,2025-02-27
SKU00554,BATCH1444,3598,11.76,305.95,14,2025-10-13
SKU00922,BATCH2375,4214,7.69,547.98,14,2025-07-18
SKU01063,BATCH8022,4824,43.04,112.08,10,2025-07-11
SKU00037,BATCH3223,900,43.22,20.82,30,2025-06-10
SKU01212,BATCH8564,1211,28.25,42.87,10,2025-05-25
SKU00533,BATCH3977,114,48.95,2.33,14,2025-07-20
SKU01031,BATCH1823,4221,13.46,313.6,10,2025-01-09
SKU00668,BATCH5262,3458,21.93,157.68,10,2025-05-27
SKU00736,BATCH7211,954,18.45,51.71,21,2025-06-26
SKU00751,BATCH6363,2345,26.67,87.93,10,2025-02-06
SKU00650,BATCH4467,3968,40.33,98.39,14,2025-02-07
SKU01867,BATCH8449,4457,40.11,111.12,21,2025-02-11
SKU00225,BATCH6355,703,26.12,26.91,21,2025-01-01
SKU01197,BATCH6529,2786,19.55,142.51,7,2025-03-26
SKU01846,BATCH7211,4660,42.03,110.87,21,2025-05-20
SKU01537,BATCH5558,3725,24.72,150.69,10,2025-05-03
SKU01267,BATCH7906,1972,35.57,55.44,14,2025-09-06
SKU00928,BATCH5133,819,8.57,95.57,14,2025-09-12
SKU01658,BATCH2341,3446,42.39,81.29,21,2025-02-22
SKU00780,BATCH8705,4899,23.42,209.18,10,2025-09-14
SKU01153,BATCH1317,2084,19.35,107.7,10,2025-05-01
SKU00243,BATCH9837,2731,45.28,60.31,7,2025-06-16
SKU00781,BATCH1853,2106,18.16,115.97,7,2025-07-23
SKU01834,BATCH6733,4082,7.63,534.99,14,2025-01-11
SKU00597,BATCH4673,4592,14.63,313.88,14,2025-03-10
SKU00592,BATCH2124,3417,35.49,96.28,30,2025-10-05
SKU01691,BATCH1659,4738,37.82,125.28,10,2025-09-27
SKU01100,BATCH1508,3992,17.18,232.36,14,2025-03-24
SKU01170,BATCH5051,8,13.66,0.59,10,2025-03-02
SKU00985,BATCH4266,2614,34.19,76.46,21,2025-03-06
SKU01075,BATCH1333,3333,49.05,67.95,14,2025-04-13
SKU01555,BATCH3496,3009,46.94,64.1,7,2025-09-19
SKU01260,BATCH4908,3594,49.51,72.59,14,2025-03-15
SKU00932,BATCH3068,4289,4.75,902.95,30,2025-01-30
SKU00188,BATCH8758,3229,23.36,138.23,10,2025-06-28
SKU01398,BATCH2874,1897,49.35,38.44,14,2025-07-03
SKU00222,BATCH4571,2139,49.45,43.26,10,2025-03-21
SKU01904,BATCH8619,1764,22.04,80.04,10,2025-06-17
SKU00925,BATCH5198,1833,13.02,140.78,7,2025-06-11
SKU00701,BATCH7043,4647,39.54,117.53,10,2025-04-20
SKU01277,BATCH3749,2450,18.45,132.79,30,2025-05-06
SKU01343,BATCH2876,4285,38.52,111.24,14,2025-05-22
SKU01174,BATCH3683,3122,1.15,2714.78,14,2025-09-20
SKU01311,BATCH6096,2869,10.28,279.09,14,2025-07-03
SKU01391,BATCH2771,3497,19.13,182.8,10,2025-08-11
SKU01184,BATCH1420,4308,39.96,107.81,10,2025-08-04
SKU01092,BATCH6111,3686,28.28,130.34,30,2025-03-04
SKU01632,BATCH7149,790,14.66,53.89,21,2025-10-06
SKU01693,BATCH7498,129,34.74,3.71,10,2025-07-31
SKU00507,BATCH4249,1752,26.11,67.1,14,2025-08-18
SKU01276,BATCH2245,4530,33.4,135.63,14,2025-05-29
SKU01406,BATCH4978,2058,42.44,48.49,21,2025-02-23
SKU01271,BATCH2669,1553,6.53,237.83,7,2025-02-02
SKU01289,BATCH5941,3887,30.73,126.49,14,2025-05-16
SKU00215,BATCH2983,2554,4.17,612.47,30,2025-08-28
SKU01595,BATCH1672,1778,31.11,57.15,21,2025-06-30
SKU00760,BATCH6688,921,1.94,474.74,14,2025-04-16
SKU00588,BATCH9728,2708,20.83,130.0,14,2025-05-27
SKU01655,BATCH8018,1822,40.53,44.95,10,2025-03-26
SKU01905,BATCH7071,2165,21.05,102.85,7,2025-09-22
SKU00753,BATCH2129,3773,34.94,107.99,14,2025-01-22
SKU01091,BATCH9289,1403,31.01,45.24,14,2025-09-09
SKU01822,BATCH6590,3960,29.74,133.15,10,2025-06-09
SKU01120,BATCH1207,1748,43.47,40.21,10,2025-06-30
SKU00497,BATCH7882,3780,42.18,89.62,7,2025-02-20
SKU00298,BATCH9031,715,15.44,46.31,21,2025-05-03
SKU01317,BATCH2729,4289,37.66,113.89,7,2025-10-21
SKU01255,BATCH8102,3575,2.65,1349.06,7,2025-10-17
SKU00276,BATCH6934,4244,4.27,993.91,10,2025-09-19
SKU00949,BATCH8532,3375,49.22,68.57,10,2025-08-18
SKU00322,BATCH3506,4583,11.71,391.37,21,2025-02-08
SKU01980,BATCH8135,139,46.69,2.98,14,2025-05-28
SKU01405,BATCH3885,26,7.6,3.42,14,2025-05-29
SKU01973,BATCH9548,902,2.87,314.29,10,2025-10-07
SKU00865,BATCH5425,3577,30.1,118.84,7,2025-10-08
SKU00265,BATCH9817,384,0.97,395.88,21,2025-06-21
SKU00804,BATCH8921,3735,30.66,121.82,21,2025-06-03
SKU01205,BATCH8616,3125,9.88,316.3,7,2025-06-20
SKU00693,BATCH8136,1572,26.78,58.7,10,2025-08-17
SKU00450,BATCH5397,4387,17.75,247.15,10,2025-03-17
SKU01587,BATCH6280,3085,31.25,98.72,10,2025-02-25
SKU00712,BATCH5022,4466,7.79,573.3,30,2025-03-21
SKU00573,BATCH2419,2958,35.13,84.2,21,2025-07-06
SKU00162,BATCH5569,2949,13.68,215.57,10,2025-08-08
SKU00140,BATCH8385,3011,26.78,112.43,7,2025-05-04
SKU01146,BATCH4995,4308,18.24,236.18,10,2025-08-09
SKU01997,BATCH8613,3749,31.81,117.86,14,2025-02-18
SKU00113,BATCH7209,3361,29.08,115.58,21,2025-05-09
SKU01923,BATCH6511,4556,40.62,112.16,14,2025-10-05
SKU00057,BATCH1470,1709,36.29,47.09,30,2025-02-09
SKU01718,BATCH9098,2457,46.65,52.67,21,2025-01-23
SKU00629,BATCH6325,4514,41.09,109.86,14,2025-08-16
SKU00134,BATCH3979,3984,27.26,146.15,30,2025-07-25
SKU01396,BATCH8988,4894,17.8,274.94,7,2025-03-15
SKU01117,BATCH4475,4290,44.53,96.34,30,2025-01-25
SKU01193,BATCH6813,428,42.08,10.17,10,2025-04-16
SKU01264,BATCH5232,2202,11.66,188.85,14,2025-06-19
SKU00783,BATCH6576,158,32.84,4.81,14,2025-01-01
SKU01001,BATCH5581,4984,45.28,110.07,10,2025-10-15
SKU00052,BATCH5526,2882,13.16,219.0,10,2025-09-20
SKU00666,BATCH1166,1741,41.08,42.38,30,2025-07-28
SKU00353,BATCH9464,4338,36.49,118.88,14,2025-04-22
SKU01606,BATCH4130,865,22.59,38.29,7,2025-05-07
SKU00817,BATCH2402,4247,42.57,99.77,7,2025-10-26
SKU00771,BATCH4954,2047,19.69,103.96,14,2025-06-20
SKU01881,BATCH7658,3441,18.61,184.9,7,2025-09-24
SKU01979,BATCH9004,4477,38.01,117.78,7,2025-01-10
SKU01737,BATCH4937,3046,28.48,106.95,30,2025-01-09
SKU01542,BATCH8800,659,2.89,228.03,10,2025-06-18
SKU00647,BATCH9041,323,34.41,9.39,14,2025-01-29
SKU01047,BATCH8342,2150,48.22,44.59,14,2025-04-17
SKU01737,BATCH1282,4707,13.57,346.87,10,2025-03-29
SKU01060,BATCH2524,653,25.99,25.13,10,2025-04-03
SKU01437,BATCH5820,4369,12.0,364.08,21,2025-05-22
SKU00383,BATCH4630,3302,22.77,145.02,7,2025-06-16
SKU01239,BATCH7625,2718,34.64,78.46,10,2025-05-23
SKU00622,BATCH4986,2072,17.08,121.31,14,2025-05-08
SKU00390,BATCH6016,853,4.72,180.72,7,2025-05-09
SKU01364,BATCH7046,4925,1.18,4173.73,10,2025-02-01
SKU01857,BATCH8753,714,18.18,39.27,7,2025-05-28
SKU00842,BATCH9698,3047,3.44,885.76,21,2025-03-27
SKU00087,BATCH6632,3690,25.61,144.08,14,2025-04-24
SKU00763,BATCH7971,1359,27.71,49.04,21,2025-02-07
SKU00497,BATCH6419,3879,42.82,90.59,21,2025-02-10
SKU01351,BATCH6764,3634,12.51,290.49,14,2025-06-05
SKU01162,BATCH8434,3567,3.45,1033.91,7,2025-02-21
SKU00909,BATCH5438,4057,38.16,106.32,30,2025-05-01
SKU01754,BATCH6023,1364,25.63,53.22,10,2025-09-03
SKU00355,BATCH5118,1448,38.62,37.49,14,2025-10-24
SKU00878,BATCH4777,1464,39.75,36.83,14,2025-05-27
SKU00126,BATCH2976,3553,12.85,276.5,14,2025-05-26
SKU01776,BATCH4155,4957,32.37,153.14,7,2025-02-28
SKU00889,BATCH6169,4330,2.5,1732.0,14,2025-10-06
SKU01362,BATCH2958,842,23.86,35.29,7,2025-07-24
SKU01967,BATCH9779,272,17.07,15.93,21,2025-08-11
SKU01965,BATCH4033,2820,7.03,401.14,14,2025-02-16
SKU00060,BATCH4138,2893,39.06,74.07,10,2025-01-03
SKU00914,BATCH4545,4402,5.11,861.45,10,2025-05-15
SKU00048,BATCH8933,4781,32.0,149.41,7,2025-02-27
SKU00492,BATCH5530,3322,35.41,93.82,10,2025-06-26
SKU00705,BATCH9595,4834,16.31,296.38,7,2025-01-25
SKU01064,BATCH5636,4931,31.15,158.3,21,2025-03-04
SKU00495,BATCH2647,4197,30.55,137.38,21,2025-08-30
SKU00233,BATCH4180,80,33.96,2.36,21,2025-01-05
SKU00151,BATCH5853,4761,1.92,2479.69,14,2025-03-13
SKU00004,BATCH4727,2151,46.12,46.64,14,2025-07-12
SKU01900,BATCH6912,3114,12.91,241.21,14,2025-06-26
SKU01420,BATCH3939,1822,34.92,52.18,30,2025-03-26
SKU01066,BATCH5952,3445,4.46,772.42,30,2025-01-31
SKU00451,BATCH1231,777,4.29,181.12,21,2025-08-06
SKU01622,BATCH9751,834,27.42,30.42,10,2025-03-02
SKU01144,BATCH3073,3711,24.3,152.72,7,2025-08-21
SKU00127,BATCH5494,427,12.03,35.49,21,2025-08-31
SKU00259,BATCH1745,3249,33.8,96.12,21,2025-03-05
SKU01773,BATCH1893,1166,18.72,62.29,10,2025-03-10
SKU01422,BATCH5786,504,26.44,19.06,10,2025-10-26
SKU00974,BATCH3068,2967,39.21,75.67,14,2025-02-19
SKU01032,BATCH9042,1172,20.53,57.09,14,2025-09-14
SKU00099,BATCH2680,1481,31.69,46.73,21,2025-05-09
SKU01505,BATCH1200,78,2.36,33.05,10,2025-06-14
SKU00596,BATCH5658,4685,49.88,93.93,7,2025-10-08
SKU00983,BATCH8690,4432,6.57,674.58,14,2025-04-20
SKU01629,BATCH8843,1698,26.23,64.74,14,2025-08-16
SKU00558,BATCH8216,2235,40.49,55.2,21,2025-09-11
SKU00723,BATCH6582,143,39.86,3.59,10,2025-02-21
SKU00263,BATCH4020,3183,20.84,152.74,10,2025-04-21
SKU00134,BATCH1841,1473,40.05,36.78,10,2025-01-29
SKU00986,BATCH5136,3875,17.39,222.83,10,2025-07-06
SKU01155,BATCH8827,4292,35.05,122.45,14,2025-02-16
SKU00280,BATCH2869,3467,36.78,94.26,10,2025-03-26
SKU00883,BATCH2070,772,4.52,170.8,21,2025-02-19
SKU01482,BATCH7565,934,24.01,38.9,30,2025-07-03
SKU01920,BATCH9056,3351,38.19,87.75,7,2025-01-02
SKU01738,BATCH2213,2550,17.14,148.77,7,2025-05-20
SKU00926,BATCH1878,401,1.15,348.7,10,2025-05-11
SKU00785,BATCH3485,652,33.41,19.52,10,2025-10-02
SKU00664,BATCH3444,1233,43.29,28.48,7,2025-01-15
SKU00487,BATCH5978,4528,37.16,121.85,14,2025-07-13
SKU01266,BATCH2395,4605,27.89,165.11,14,2025-02-03
SKU00684,BATCH5066,78,29.21,2.67,10,2025-09-07
SKU01146,BATCH2940,2634,38.04,69.24,14,2025-01-13
SKU00919,BATCH7818,2730,22.89,119.27,10,2025-03-01
SKU00383,BATCH4697,81,48.38,1.67,10,2025-10-24
SKU00799,BATCH9561,3814,26.98,141.36,7,2025-10-19
SKU00032,BATCH7232,4051,33.04,122.61,30,2025-03-26
SKU01336,BATCH8381,1254,40.0,31.35,30,2025-02-06
SKU00287,BATCH8253,4271,46.16,92.53,10,2025-06-09
SKU00908,BATCH5871,1685,2.07,814.01,21,2025-05-15
SKU00033,BATCH8025,3655,5.88,621.6,30,2025-09-23
SKU00808,BATCH6003,2413,6.06,398.18,14,2025-09-19
SKU00381,BATCH1986,428,15.47,27.67,21,2025-09-30
SKU01093,BATCH2625,1732,8.1,213.83,10,2025-02-26
SKU01707,BATCH4404,4314,48.64,88.69,14,2025-03-27
SKU00209,BATCH4457,4505,18.23,247.12,7,2025-05-04
SKU01210,BATCH5335,2159,23.03,93.75,10,2025-05-05
SKU00773,BATCH2330,3587,27.7,129.49,30,2025-02-13
SKU01836,BATCH3573,504,32.03,15.74,21,2025-01-09
SKU01896,BATCH4929,4527,49.9,90.72,14,2025-04-21
SKU00930,BATCH3847,2007,27.88,71.99,10,2025-05-07
SKU00004,BATCH2229,2732,33.65,81.19,14,2025-01-22
SKU00007,BATCH3564,4099,14.34,285.84,21,2025-04-04
SKU00262,BATCH1043,4753,10.04,473.41,21,2025-10-01
SKU01624,BATCH7693,4312,33.38,129.18,7,2025-03-09
SKU01003,BATCH8381,4093,12.44,329.02,7,2025-09-13
SKU00935,BATCH8699,848,3.1,273.55,10,2025-07-28
SKU01412,BATCH5771,281,18.87,14.89,7,2025-01-28
SKU01517,BATCH1534,546,35.52,15.37,21,2025-04-22
SKU00720,BATCH4792,3981,18.67,213.23,21,2025-01-13
SKU00384,BATCH5720,2848,26.35,108.08,21,2025-08-12
SKU00209,BATCH5632,2155,29.97,71.91,14,2025-02-22
SKU00582,BATCH8438,3032,22.46,135.0,30,2025-04-08
SKU00557,BATCH2166,4983,37.51,132.84,21,2025-03-21
SKU01329,BATCH4824,1210,32.72,36.98,14,2025-07-03
SKU00282,BATCH5334,728,43.31,16.81,7,2025-05-07
SKU00759,BATCH4241,314,6.49,48.38,10,2025-01-06
SKU01715,BATCH7965,2164,9.9,218.59,10,2025-10-19
SKU00349,BATCH2880,3140,33.0,95.15,7,2025-01-26
SKU00500,BATCH9922,3242,6.89,470.54,10,2025-10-27
SKU00142,BATCH4683,3515,42.36,82.98,10,2025-04-01
SKU00252,BATCH3441,4487,43.43,103.32,14,2025-08-13
SKU00979,BATCH5352,1999,40.4,49.48,14,2025-07-18
SKU00379,BATCH3330,3276,32.15,101.9,14,2025-04-20
SKU00112,BATCH2169,3881,12.06,321.81,10,2025-03-11
SKU01877,BATCH1977,4700,30.61,153.54,14,2025-08-24
SKU01296,BATCH3718,4377,29.55,148.12,7,2025-10-10
SKU01219,BATCH6039,3189,28.36,112.45,10,2025-05-31
SKU00577,BATCH5728,2359,17.26,136.67,21,2025-07-29
SKU01956,BATCH8195,2947,2.54,1160.24,30,2025-09-04
SKU01638,BATCH3037,2817,13.78,204.43,21,2025-05-17
SKU00601,BATCH8679,4712,45.92,102.61,10,2025-01-29
SKU01885,BATCH5982,2786,44.84,62.13,30,2025-10-12
SKU00395,BATCH7594,3633,48.76,74.51,21,2025-10-13
SKU00553,BATCH5460,1155,0.11,10500.0,14,2025-09-28
SKU00785,BATCH9199,1219,44.35,27.49,14,2025-06-18
SKU00777,BATCH9847,1785,39.1,45.65,7,2025-03-21
SKU00869,BATCH9090,2788,4.43,629.35,30,2025-06-15
SKU00542,BATCH8172,2414,13.84,174.42,10,2025-06-07
SKU01634,BATCH2317,4536,29.29,154.87,21,2025-03-31
SKU00908,BATCH1653,2707,1.83,1479.23,10,2025-05-01
SKU01016,BATCH8078,4519,25.55,176.87,7,2025-07-28
SKU01479,BATCH6280,4900,2.55,1921.57,14,2025-09-21
SKU01107,BATCH5102,3621,41.85,86.52,30,2025-08-21
SKU01941,BATCH1423,2577,41.99,61.37,14,2025-01-17
SKU01576,BATCH2496,2094,5.73,365.45,10,2025-07-24
SKU00117,BATCH4750,3916,9.91,395.16,10,2025-04-14
SKU01203,BATCH1339,2771,30.92,89.62,10,2025-01-22
SKU01372,BATCH5415,175,27.31,6.41,30,2025-08-18
SKU01421,BATCH1659,3507,11.63,301.55,14,2025-07-07
SKU00790,BATCH3870,4814,32.46,148.31,21,2025-10-22
SKU01491,BATCH8708,544,33.24,16.37,10,2025-09-13
SKU00873,BATCH9502,2178,18.53,117.54,21,2025-05-13
SKU01622,BATCH8245,25,22.16,1.13,7,2025-05-08
SKU00177,BATCH5557,64,34.09,1.88,14,2025-09-27
SKU00891,BATCH3973,2732,1.52,1797.37,7,2025-05-07
SKU01993,BATCH8141,3705,29.05,127.54,21,2025-09-30
SKU01315,BATCH9056,3913,10.38,376.97,10,2025-04-14
SKU01966,BATCH2494,4946,36.78,134.48,30,2025-08-02
SKU00688,BATCH8700,4335,40.49,107.06,14,2025-05-19
SKU00504,BATCH6700,538,21.58,24.93,10,2025-03-23
SKU01285,BATCH7690,1620,1.91,848.17,10,2025-07-20
SKU01358,BATCH6460,4461,36.69,121.59,10,2025-01-27
SKU01289,BATCH6260,1916,33.18,57.75,30,2025-09-24
SKU01112,BATCH2713,4990,9.69,514.96,21,2025-01-10
SKU01210,BATCH3634,3082,4.67,659.96,14,2025-05-22
SKU00658,BATCH6403,4757,23.29,204.25,21,2025-03-30
SKU00482,BATCH7744,4763,40.7,117.03,14,2025-08-13
SKU01195,BATCH9117,4619,9.0,513.22,7,2025-09-25
SKU01881,BATCH5722,716,26.8,26.72,10,2025-02-18
SKU00654,BATCH7561,1509,12.48,120.91,30,2025-03-31
SKU01798,BATCH1601,4990,1.13,4415.93,21,2025-08-21
SKU00814,BATCH8451,1638,1.55,1056.77,30,2025-08-14
SKU00935,BATCH2442,2301,36.73,62.65,14,2025-09-23
SKU00618,BATCH6153,2564,22.76,112.65,14,2025-04-02
SKU01522,BATCH5135,2804,4.91,571.08,30,2025-08-17
SKU01496,BATCH6296,1998,43.21,46.24,14,2025-09-18
SKU01411,BATCH2899,4128,18.97,217.61,14,2025-01-12
SKU01452,BATCH7622,2166,3.9,555.38,14,2025-03-12
SKU00769,BATCH9431,2545,30.31,83.97,21,2025-04-21
SKU01428,BATCH1018,2994,47.68,62.79,21,2025-06-07
SKU00543,BATCH9889,4341,15.44,281.15,30,2025-05-12
SKU00224,BATCH8569,2051,35.62,57.58,14,2025-09-17
SKU01971,BATCH7770,3026,4.33,698.85,7,2025-08-17
SKU01464,BATCH1888,1784,30.42,58.65,30,2025-08-15
SKU00045,BATCH4073,4291,24.35,176.22,7,2025-04-27
SKU00615,BATCH9494,2163,3.15,686.67,7,2025-06-01
SKU00879,BATCH6927,3452,35.81,96.4,7,2025-01-19
SKU00499,BATCH9167,2362,30.4,77.7,30,2025-03-31
SKU01800,BATCH8242,2277,30.34,75.05,30,2025-07-02
SKU01829,BATCH1845,3523,29.3,120.24,14,2025-08-16
SKU00308,BATCH4335,2077,5.15,403.3,10,2025-07-05
SKU00857,BATCH5375,2612,30.42,85.86,14,2025-09-16
SKU01150,BATCH9998,2590,12.77,202.82,10,2025-05-04
SKU00601,BATCH3146,2736,8.59,318.51,10,2025-07-28
SKU00855,BATCH5719,1671,15.52,107.67,21,2025-03-13
SKU00566,BATCH8178,1692,37.34,45.31,14,2025-04-01
SKU00863,BATCH8941,2771,34.26,80.88,30,2025-10-11
SKU01532,BATCH2989,3787,41.6,91.03,10,2025-10-22
SKU01859,BATCH1472,3762,17.35,216.83,10,2025-06-10
SKU00569,BATCH4920,1757,3.15,557.78,10,2025-06-29
SKU00976,BATCH3594,1951,23.76,82.11,30,2025-05-28
SKU01555,BATCH6091,2983,35.82,83.28,10,2025-03-03
